,0
84,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.98511544]))"
85,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.06365265]))"
86,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.86770448]))"
87,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[1.46576567]))"
88,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[1.2613284]))"
89,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.32192834]))"
90,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.94030134]))"
91,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.26489632]))"
92,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[1.08483827]))"
93,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.94360501]))"
94,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.94312717]))"
95,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[1.89899397]))"
96,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[1.98242584]))"
97,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[2.71990625]))"
98,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[1.23409336]))"
99,"Mul(Pow(X[:,0],X[:,1]),Sub(X[:,2],[1.72337696]))"
100,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.8774234]))"
101,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.86477819]))"
102,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.65664427]))"
103,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.41555826]))"
104,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.98511544]))"
105,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.06365265]))"
106,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.86770448]))"
107,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.46576567]))"
108,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.2613284]))"
109,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.32192834]))"
110,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.94030134]))"
111,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.26489632]))"
112,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.08483827]))"
113,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.94360501]))"
114,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.94312717]))"
115,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.89899397]))"
116,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.98242584]))"
117,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.71990625]))"
118,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.23409336]))"
119,"Mul(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.72337696]))"
120,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.8774234]))"
121,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.86477819]))"
122,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.65664427]))"
123,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.41555826]))"
124,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.98511544]))"
125,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.06365265]))"
126,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.86770448]))"
127,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.46576567]))"
128,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.2613284]))"
129,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.32192834]))"
130,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.94030134]))"
131,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.26489632]))"
132,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.08483827]))"
133,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.94360501]))"
134,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.94312717]))"
135,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.89899397]))"
136,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.98242584]))"
137,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[2.71990625]))"
138,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.23409336]))"
139,"Sub(Add(X[:,0],X[:,1]),Mul(X[:,2],[1.72337696]))"
140,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.8774234]))"
141,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.86477819]))"
142,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.65664427]))"
143,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.41555826]))"
144,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.98511544]))"
145,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.06365265]))"
146,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.86770448]))"
147,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.46576567]))"
148,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.2613284]))"
149,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.32192834]))"
150,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.94030134]))"
151,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.26489632]))"
152,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.08483827]))"
153,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.94360501]))"
154,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.94312717]))"
155,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.89899397]))"
156,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.98242584]))"
157,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[2.71990625]))"
158,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.23409336]))"
159,"Div(Pow(X[:,0],X[:,1]),Div(X[:,2],[1.72337696]))"
160,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.8774234]))"
161,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.86477819]))"
162,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.65664427]))"
163,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.41555826]))"
164,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.98511544]))"
165,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.06365265]))"
166,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.86770448]))"
167,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.46576567]))"
168,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.2613284]))"
169,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.32192834]))"
170,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.94030134]))"
171,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.26489632]))"
172,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.08483827]))"
173,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.94360501]))"
174,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.94312717]))"
175,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.89899397]))"
176,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.98242584]))"
177,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[2.71990625]))"
178,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.23409336]))"
179,"Mul(Mul(X[:,0],X[:,1]),Pow(X[:,2],[1.72337696]))"
180,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.8774234]))"
181,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.86477819]))"
182,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.65664427]))"
183,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.41555826]))"
184,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.98511544]))"
185,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.06365265]))"
186,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.86770448]))"
187,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.46576567]))"
188,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.2613284]))"
189,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.32192834]))"
190,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.94030134]))"
191,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.26489632]))"
192,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.08483827]))"
193,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.94360501]))"
194,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.94312717]))"
195,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.89899397]))"
196,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.98242584]))"
197,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[2.71990625]))"
198,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.23409336]))"
199,"Pow(Div(X[:,0],X[:,1]),Div(X[:,2],[1.72337696]))"
